Number;Text;Flag
1154500;<I>當天深夜……</I><BR>天氣大致符合我們所在位置的預期，根據最新報告，我們應該在奧克洛西海岸附近的某處。風力持續，海面相對平靜。我的頭隱隱作痛。我要早點休息。副艦長柯克派翠克值夜班。<BR><BR><I>整整一天後，下午時分……</I><BR><BR>事情出了大問題。昨天凌晨我被船隻的劇烈顛簸從床上甩了下來。當我來到甲板上時，舵手不見蹤影，只有柯克派翠克在與一股我航海多年從未見過的激流搏鬥。柯克派翠克是個優秀的軍官，但當水手可不怎麼樣。我得知柯克派翠克正在巡邏時回到船上，發現船已嚴重偏離航線。如果不是親眼所見，我絕不會相信……某種漩渦……一股盤旋的水流將亞拉臘號捲入懷抱。不久之後我就被摔到了甲板上……我能記得的很少，就像大多數船員一樣，記憶模糊不清。亞拉臘號雖然結構完整，但已無法航行。她的船體受損，船帆撕裂。所有甲板上都散落著碎片。如果我不知道的話，我會說我們正處在海底。從亞拉臘號甲板踏出一步，你就會發現靴子陷入沙中……然而我可以移動和行動，就像站在不列顛尼亞的海岸上一樣……甚至海洋生物似乎也能在我們周圍毫不費力地移動。我們的船員有傷亡，但損失 minimal。所有軍官都在場，報告有 72 名健全的靈魂在船上。我和船員們在休息和進食後，將帶領搜索隊出發。我看不到太陽，也看不到我們所在位置的月亮……; which at last report; had us somewhere in the vicinity of the Western Coast of Ocllo. Winds continue to hold; seas are relatively calm. My head aches with a dull throb. I’m hitting the rack early. EXO Kirkpatrick has night watch.<BR><BR><I>A full day past; midafternoon...</I><BR><BR>Something has gone terribly wrong.  I was thrown from my rack in the wee hours of yesterday morning by a violent jolting of the ship.  When I arrived on deck the helmsman was nowhere to be found; and only Kirkpatrick was fighting against a ripping current like none I’ve seen in all my years at sea.  Kirkpatrick is a fine officer but not worth a damn as a sailor.  I am told Kirkpatrick was making rounds when he returned to the ship; wildly off course.  If I had not seen it with my own eyes I would not believe it...some kind of vortex....a swirling current with the Ararat loss to its embrace.  It wasn’t shortly thereafter I was thrown to the deck...what little I can remember; as seems to be the case with most of the crew is sketchy at best.  The Ararat; while structurally intact is not fit for sailing.  Her hull has been breached and her sails torn.  Debris litters all decks.  If I didn’t know any better I would say we were on the bottom of the Sea itself.  One step off the Ararat’s deck and you find yourself up to the boot cuff in sand...yet I can move and act as if I were standing on Britannia’s shores...even the sea creatures appear to move effortlessly around us.  Our crew has sustained casualties; albeit a minimal loss.  All officers are present and accounted for with 72 able bodied souls on board.  I am leading a search party after I and the crew have rested and fed.  I can see no sun nor the moons from where we are...";Custom
1154501;<I>搜索隊返回後……</I><BR>對亞拉臘號的進一步檢查顯示，船體有一個巨大的破口，龍骨的大部分埋入沙中。即使有獲救的希望，亞拉臘號也 sadly 已經失去了。這無疑是一個 hostile 的環境。自從我和搜索隊返回以來，又有十幾名船員失蹤。船員們報告說，沙下有怪異的聲音傳來……還有撞擊亞拉臘號船體的啪啪聲。據我所知，沒有辦法離開我們這個未知的墳墓。沉船遺址南邊似乎有某種水體特徵。我試圖攀登海山以到達這個特徵的頂部，但徒勞無功。然而有趣的是，當我從海山上短暫跌落時，我的手摸到了一塊非常奇特的寶石。我迅速把水晶放進口袋，深知船員們在可能有寶藏時會是什麼樣子。當我回到船艙後，我檢查了這塊神秘寶石。它似乎是一塊來歷不明的多面水晶。它完全透明，只有在中心有一個小的不透明點。在我了解更多它的性質之前，我會將這個發現保密。; the Ararat is sadly lost.  This is a hostile environment no doubt.  A dozen crew have since gone missing since I and the search party have returned.  Men report bizarre sounds coming from beneath the sand...and the crack of flesh against the Ararat’s hull.  As far as I can tell there is no means of leaving our unknown tomb.  There appears to be some type of water feature just to the South of the Wreck site.  I made an attempt to scale the seamount and get atop this feature; but my efforts proved fruitless.  Interestingly enough; however; as I recovered from a short fall from the seamount my hand found a most peculiar gem.  I quickly pocketed the crystal; knowing full well how the men can get when there may be treasure at stake.  When I returned to my quarters I examined this mysterious jewel.  It appears to be a multifaceted crystal of unknown origin.  It is completely transparent save for a small opacity within the center.  Until I can learn more of its nature I shall keep this find to myself.";Custom
1154502;<I>次日……</I><BR>我對我軍官們的行為越來越不滿意。你會以為這些船員從未在困境中服役過！好像他們以為當水手，更別說當軍官了，就是 rum 和財富！哈！不，不……他們不明白。這需要勇氣、決心、智慧……是的，領導力，這是他們所沒有的。我一直都知道。帶他們來是個錯誤。船員們也越來越疲憊……一群黃膽小鬼。似乎該區域有許多甲殼類生物，很容易被擊敗。它們的肉相當不錯。<BR><BR><I>之後一段時間……</I><BR>我現在什麼都見過了。加里蒂開始在我腳邊哭泣。不停地說著他留在特林希克的那個女人。傻瓜應該在他擁有好東西的時候就知道，但他沒有，偏要和冒險者補給店的那個姑娘私奔，結果呢……他發現自己孤身一人！獨自一人像個孩子一樣哭泣！哈！愚蠢的人！想不到我竟然信任他來管理我的船員。我的船員！他們是我的，這些人仰望著我！<BR><BR><I>一段短時間後……</I><BR>加里蒂我倒不意外，但羅傑斯？哦不，羅傑斯……那個徒手與克拉肯搏鬥的人……羅傑斯，帶著傷疤證明這一點！哦不，只是另一個傻瓜！不能遵從簡單的命令。我發現船員們未經我的允許就吃甲殼類動物的肉。有人能相信這種事嗎？？吃我的甲殼類動物的肉未經允許！真是可憎。不，不，羅傑斯接到了命令，是的他接到了……卻違抗了。該死的一無是處！; let alone an officer; would be all rum and riches! Ha! No; No...they don’t understand.  It takes gumption; determination; wits...yes leadership; something they don’t have.  I knew it all along.  Bringing them was a mistake.  The crew is getting tireless as well....bunch of yellow bellied fools.  Seems there are a number of crustacean like creatures in the area that can be easily bested.  Their meat is quite good.<BR><BR><I>Some time after that....</I><BR>Now I’ve seen it all.  Garrity up and started weeping at my feet.  Going on and on about that wench he left back in Trinsic.  Fool should’ve known when he had a good thing going; but no; had to go and run off with that lass from the Adventurer’s Supply and what happened...he’s found himself alone! All alone and weeping like a child! Ha! Foolish man! To think I trusted him with my crew. My crew! They’re mine; these men look up to me!<BR><BR><I>A short period later...</I><BR>Garrity I would expect it from; but Rogers? Oh no Rogers...Rogers the man who battled a kraken with his bare hands....Rogers with the scars to prove it! Oh no; just a fool another fool! Can’t follow a simple order.  I spotted the men having a ration of the crustacean's meat without my permission.  Could anyone believe such a thing?? Eating MY crustacean meat without permission! An abomination.  No; no; Rogers was ordered; yes he was...ordered and disobeyed.  Bloody worthless!";Custom
1154503;<I>又過了一小段時間……</I><BR>我早該知道！哈！我信任的長期朋友柯克派翠克也和其他人一樣變成黃膽小鬼！這些人不知道什麼是艱苦！我曾僅靠棕櫚葉和一袋爛土豆在荒島上撐過了整整兩週才獲救！我們在這裡最多不過幾天！就幾天！而柯克派翠克連維持這些人的秩序都做不到。他對這船員有什麼用！！<BR><BR><I>數小時後……</I><BR>現在一切都好了。只有我和我的。閃爍著光芒，一切都安靜了。只有我們。永遠。只有我們。他們不會接觸到你，我可以向你保證。<BR><BR><I>系列中的最後一篇記錄……</I><BR>時間……時間來了時間走了。它會來來去去。現在沒什麼好擔心的，他們都走了。哈哈！只有我們，永遠。永遠永遠。<BR><BR><I>*日記的其餘部分充滿了無法辨識的胡言亂語……*; that I can assure you. <BR><BR><I>The last entry in the series....</I><BR>Time...time has come time has gone. It will come and go again.  Nothing to worry now; they’re all gone.  Ha ha! Just us; forever. Forever more. <BR><BR><I>*The rest of the journal is filled with indiscernible gibberish...*";Custom
1154504;這不是你要找的精煉組件。;Custom
1154505;深海打撈者;Custom
1154506;這是完成「深海探索」任務獲得的獎勵頭銜。;Custom
1154507;帶有米娜克斯紋章的 ~1_ITEM~;Custom
1154508;商人搜尋查詢;Custom
1154509;商人搜尋結果;Custom
1154510;物品名稱;Custom
1154511;物品類型;Custom
1154512;價格範圍（~1_INT~ 到 ~2_INT~）;Custom
1154513;世界（~1_TID~）;Custom
1154514;使用限制;Custom
1154515;武器;Custom
1154516;黑荊棘神器;Custom
1154517;米娜克斯神器繳納軍官;Custom
1154518;您已繳納 ~1_COUNT~ 件帶有米娜克斯紋章的神器。;Custom
1154519;將帶有米娜克斯紋章的物品帶來給我，我會用有價值的物品獎勵您。;Custom
1154520;點擊一種 minor 神器以繳納換取獎勵點數。;Custom
1154521;拿起武器！拿起武器！崔美爾的不列顛城正在遭受攻擊！;Custom
1154522;拿起武器！拿起武器！崔美爾的傑赫倫正在遭受攻擊！;Custom
1154523;拿起武器！拿起武器！崔美爾的米諾克正在遭受攻擊！;Custom
1154524;拿起武器！拿起武器！崔美爾的月之城正在遭受攻擊！;Custom
1154525;拿起武器！拿起武器！崔美爾的新瑪金西亞正在遭受攻擊！;Custom
1154526;拿起武器！拿起武器！崔美爾的斯卡拉布雷正在遭受攻擊！;Custom
1154527;拿起武器！拿起武器！崔美爾的特林希克正在遭受攻擊！;Custom
1154528;拿起武器！拿起武器！崔美爾的維斯珀正在遭受攻擊！;Custom
1154529;拿起武器！拿起武器！崔美爾的尤城正在遭受攻擊！;Custom
1154530;您注意到倒下的敵人裝備上有米娜克斯的紋章，並判斷它可能有些價值……;Custom
1154531;裝備;Custom
1154532;最低價格;Custom
1154533;最高價格;Custom
1154534;添加搜尋條件;Custom
1154535;傷害類型;Custom
1154536;命中法術;Custom
1154537;命中區域;Custom
1154538;施法;Custom
1154539;抗性;Custom
1154540;屬性;Custom
1154541;戰鬥;Custom
1154542;技能與等級;Custom
1154543;所需技能;Custom
1154544;主要屬性;Custom
1154545;技能類別;Custom
1154546;已選搜尋條件;Custom
1154547;維斯珀馬廄;Custom
1154548;帶有黑荊棘紋章的 ~1_TYPE~;Custom
1154549;您目前的繳納點數已達上限。;Custom
1154550;*遠處傳來一聲咆哮……米娜克斯的信標已脆弱，可以攻擊！！*;Custom
1154551;*米娜克斯的信標湧出能量，進入無敵狀態！擊敗她的隊長們以削弱信標的防禦！*;Custom
1154552;*信標向您發射出一股能量衝擊！";Custom
1154553;衣物祝福權狀不能用在這個物品上。;Custom
1154554;您從廢墟中發現了一件帶有米娜克斯紋章的神器。;Custom
1154555;豬還沒準備好可以吃。;Custom
1154556;*您從烤豬上切下一些肉。聞起來美味極了！*;Custom
1154557;旋轉烤豬權狀;Custom
1154558;傳送到商人處;Custom
1154559;前往商人 ~1_Name~ 的地圖：~2_Shop~;Custom
1154560;拿起武器！拿起武器！斐魯卡的月之城正在遭受攻擊！;Custom
1154561;拿起武器！拿起武器！斐魯卡的不列顛城正在遭受攻擊！;Custom
1154562;拿起武器！拿起武器！斐魯卡的尤城正在遭受攻擊！;Custom
1154563;拿起武器！拿起武器！斐魯卡的米諾克正在遭受攻擊！;Custom
1154564;黑暗中的一盞燈;Custom
1154565;拿起武器！拿起武器！斐魯卡的傑赫倫正在遭受攻擊！;Custom
1154566;拿起武器！拿起武器！斐魯卡的新瑪金西亞正在遭受攻擊！;Custom
1154567;拿起武器！拿起武器！斐魯卡的斯卡拉布雷正在遭受攻擊！;Custom
1154568;拿起武器！拿起武器！斐魯卡的特林希克正在遭受攻擊！;Custom
1154569;拿起武器！拿起武器！斐魯卡的維斯珀正在遭受攻擊！;Custom
1154570;此屬性在目標生命值低於 50% 時有機會造成額外傷害。隨著目標生命值降低，該屬性的觸發機率和傷害都會增加。造成的傷害為物理傷害，可被目標的物理抗性減免。災禍有潛力對目標造成其最大生命值 30% 的傷害，但此傷害不能超過 350 點。;Custom
1154571;繳納米娜克斯神器;Custom
1154572;領取黑荊棘神器;Custom
1154573;由 ~1_NAME~ 準備的龍蝦大餐;Custom
1154574;清蒸龍蝦的香濃香氣撲鼻而來！;Custom
1154575;2013 年佳節快樂;Custom
1154576;您目前控制著一個魔像，無法再建造另一個。;Custom
1154577;您在馬廄中已有一個魔像，無法再建造另一個。;Custom
1154578;魔像每 24 小時只能建造一次。;Custom
1154579;您至少在該城市必須達到「受尊敬」等級才能投票。;Custom
1154580;雙擊此月亮門以離開。;Custom
1154581;會議正在進行中。;Custom
1154582;燈塔權狀;Custom
1154583;機械桌權狀;Custom
1154584;吞噬者;Custom
1154585;擊中吸取;Custom
1154586;請選擇一些搜尋條件。;Custom
1154587;沒有物品符合您的搜尋。;Custom
1154588;清除搜尋條件;Custom
1154589;幽靈虎小雕像;Custom
1154590;幽靈虎小雕像;Custom
1154591;工匠桌;Custom
1154592;您已將船隻連結到燈塔。;Custom
1154593;您已將船隻連結到您的燈塔。;Custom
1154594;您已取消船隻與燈塔的連結。;Custom
1154595;您的帳號未連結到此燈塔。;Custom
1154596;從此帳號放置的船隻在損壞時將連結到此燈塔。遺失的船隻將在您的房屋搬運箱中找到。;Custom
1154597;由於房屋自訂或重新契約，與此角色連結的燈塔連結失敗。雙擊燈塔以將您的角色和所有未來放置的船隻連結到燈塔。請注意，所有目前在航的船隻需要乾塢後重新放置才能正確連結。;Custom
1154598;<center>容器價格<BR>~1_cost~</center>;Custom
1154599;拖曳欄位;Custom
1154600;右手;Custom
1154601;左手;Custom
1154602;鞋子/利爪;Custom
1154603;褲子/腿部護甲;Custom
1154604;襯衫;Custom
1154605;帽子/頭部護甲;Custom
1154606;手套/腰布護甲;Custom
1154607;戒指;Custom
1154608;護符;Custom
1154609;項鍊/頸部護甲;Custom
1154610;頭髮;Custom
1154611;圍裙/腰帶;Custom
1154612;胸部護甲;Custom
1154613;手鐲;Custom
1154614;臉部;Custom
1154615;鬍鬚;Custom
1154616;罩袍/束腰外衣/腰帶;Custom
1154617;耳環/石像鬼眼鏡;Custom
1154618;手臂護甲;Custom
1154619;斗篷/箭袋/翅膀護甲;Custom
1154620;背包;Custom
1154621;禮服/長袍;Custom
1154622;裙子;Custom
1154623;腿部;Custom
1154624;騎乘;Custom
1154625;臨時包;Custom
1154626;販賣;Custom
1154627;庫存;Custom
1154628;收購;Custom
1154629;銀行;Custom
1154630;選擇加入搜尋;Custom
1154631;選擇退出搜尋;Custom
1154632;爪足浴缸;Custom
1154633;商人搜尋已啟用;Custom
1154634;商人搜尋已停用;Custom
1154635;如果您願意支付 ~1_cost~ 金幣傳送到商人 ~2_name~ 處，請選擇「接受」。此價格還允許您在接下來 ~3_minutes~ 分鐘內傳送回此位置。;Custom
1154636;返回先前位置;Custom
1154637;如果您願意返回 ~1_loc~（~2_facet~），請選擇「接受」。此張地圖將在使用後刪除。;Custom
1154638;返回 ~1_loc~（~2_facet~）;Custom
1154639;商人位於 ~1_loc~（~2_facet~）;Custom
1154640;黑荊棘城堡地牢;Custom
1154641;搜尋;Custom
1154642;製作地圖;Custom
1154643;該物品已不再販售。;Custom
1154644;大陸;Custom
1154645;<center>~1_val~</center>;Custom
1154646;排除斐魯卡的物品;Custom
1154647;雜項;Custom
1154648;僅限石像鬼;Custom
1154649;排除僅限石像鬼;Custom
1154650;僅限精靈;Custom
1154651;排除僅限精靈;Custom
1154652;妖精殺手;Custom
1154653;殺手（A - L）;Custom
1154654;殺手（M - Z）;Custom
1154655;火焰共鳴;Custom
1154656;寒冷共鳴;Custom
1154657;毒素共鳴;Custom
1154658;能量共鳴;Custom
1154659;物理共鳴;Custom
1154660;反應麻痺;Custom
1154661;陣營物品;Custom
1154662;火焰吞噬者;Custom
1154663;寒冷吞噬者;Custom
1154664;毒素吞噬者;Custom
1154665;能量吞噬者;Custom
1154666;物理吞噬者;Custom
1154667;傷害吞噬者;Custom
1154668;擊中疲勞;Custom
1154669;擊中魔力吸取;Custom
1154670;碎裂武器;Custom
1154671;災禍;Custom
1154672;您無法支付傳送到商人的費用。;Custom
1154673;擊中詛咒;Custom
1154674;搜尋字串不能是小於 1000 的數字。;Custom
1154675;您的搜尋條件太模糊。請重新定義條件後再試。;Custom
1154676;您的搜尋已取消。;Custom
1154677;取消商人搜尋;Custom
1154678;請等待搜尋完成。;Custom
1154679;商人搜尋;Custom
1154680;使用商人搜尋前，您必須處於正義區域或安全登出位置（如旅館或將您列為擁有者、共同擁有者或朋友的房屋）。; you must be in a justice region or a safe log-out location (such as an inn or a house which has you on its Owner; Co-owner; or Friends list).";Custom
1154681;您不能再添加更多搜尋條件物品。;Custom
1154682;推廣代幣;Custom
1154683;蜘蛛/爬蟲殺手;Custom
1154684;人形/不死殺手;Custom
1154685;惡魔/妖精/元素殺手;Custom
1154686;商人搜尋失敗;Custom
1154687;搜尋更高價格的物品;Custom
1154688;搜尋更低價格的物品;Custom
1154689;您必須提高最高價格才能搜尋更高價格的物品。;Custom
1154690;商人地圖已放入您的背包。;Custom
1154691;由 ~1_NAME~ 撫養的小貓;Custom
1154692;由 ~1_NAME~ 撫養的小狗;Custom
1154693;神器稀有度;Custom
1154694;移除所選搜尋條件;Custom
1154695;排序結果;Custom
1154696;價格：低到高;Custom
1154697;價格：高到低;Custom
1154698;您必須降低最低價格才能搜尋更低價格的物品。;Custom
1154699;開啟包含物品的容器;Custom
1154700;物品已不再販售。;Custom
1154701;非詛咒;Custom
1154702;非易碎;Custom
1154703;非僅限精靈;Custom
1154704;非僅限石像鬼;Custom
1154705;非不可修復;Custom
1154706;錯誤：您無法將守衛者附加到那個。;Custom
1154707;錯誤：您無法將典範附加到那個。;Custom
1154708;錯誤：抗性值超出範圍（0-70）;Custom
1154709;錯誤：您只能目標志願者創造的生物;Custom
1154710;錯誤：抗性值超出範圍;Custom
1154711;在 ~1_CITY~ 撫養的復活節兔子;Custom
1154712;我還沒做好棉花糖小鴨……;Custom
1154713;哦哦！可能最好不要吃那個！*咯咯笑*;Custom
1154714;來吧！新鮮出爐的棉花糖小鴨！不要吃太多！*咯咯笑*;Custom
1154715;巧克力豆;Custom
1154716;復活節兔子只在三月和四月工作。;Custom
1154717;復活節快樂！我們已在您的背包中放置了一份禮物。;Custom
1154718;復活節快樂！我們已在您的銀行箱中放置了一份禮物。;Custom
1154719;復活節快樂！請從背包或銀行中移除一些物品，然後重新登入以領取您的禮物。; please remove some items from your backpack or bank and log back in.";Custom
1154720;闊劍壁飾;Custom
1154721;邪惡與美德的戰鬥正在進行！拿起武器！~1_CITY~ 市正被圍攻！;Custom
1154722;一場 VvV 戰鬥剛剛結束。下一場戰鬥將在不到五分鐘內開始！;Custom
1154723;原始腐化;Custom
1154724;蜘蛛末日;Custom
1154725;幸運符;Custom
1154726;士兵勳章;Custom
1154727;決鬥者之鋒;Custom
1154728;死靈法師的命匣;Custom
1154729;巫師的古玩;Custom
1154730;神祕主義者的紀念品;Custom
1154731;苔綠色顏料;Custom
1154732;深青色顏料;Custom
1154733;橄欖綠顏料;Custom
1154734;斑斕暮藍顏料;Custom
1154735;泰爾紫顏料;Custom
1154736;鮮豔赭色顏料;Custom
1154737;原始腐化<br>元素殺手<br>（隨機選擇鼓、魯特琴或豎琴）; Lute or Lap Harp Selected)";Custom
1154738;蜘蛛末日<br>蜘蛛殺手<br>（隨機選擇鼓、魯特琴或豎琴）; Lute or Lap Harp Selected)";Custom
1154739;幸運符<br>生命值恢復 1<br>耐力恢復 1<br>魔力恢復 1<br>幸運 150;Custom
1154740;士兵勳章<br>戰術 +10<br>耐力恢復 2<br>命中機率增加 5%<br>傷害增加 20%;Custom
1154741;決鬥者之鋒<br>解剖學 +10<br>耐力恢復 2<br>命中機率增加 5%<br>傷害增加 20%;Custom
1154742;死靈法師的命匣<br>靈魂對話 +10<br>魔力恢復 1<br>法術傷害增加 5%<br>降低試劑消耗 10%;Custom
1154743;巫師的古玩<br>評價智力 +10<br>魔力恢復 1<br>法術傷害增加 5%<br>降低試劑消耗 10%;Custom
1154744;神祕主義者的紀念品<br>專注 +10<br>魔力恢復 1<br>法術傷害增加 5%<br>降低試劑消耗 10%;Custom
1154745;展示石;Custom
1154746;您只能組合相同類型的顏料。;Custom
1154747;您只能組合相同色調的顏料。;Custom
1154748;兩種顏料的組合使用次數不能超過 50。;Custom
1154749;兩種顏料都必須在您的背包中才能組合。;Custom
1154750;您將顏料組合在一起，合併了它們的剩餘使用次數。; consolidating their Uses Remaining.";Custom
1154751;此頭銜由帳號年齡至少 2 年獲得。;Custom
1154752;此頭銜由帳號年齡至少 4 年獲得。;Custom
1154753;此頭銜由帳號年齡至少 6 年獲得。;Custom
1154754;此頭銜由帳號年齡至少 8 年獲得。;Custom
1154755;此頭銜由帳號年齡至少 10 年獲得。;Custom
1154756;此頭銜由帳號年齡至少 12 年獲得。;Custom
1154757;此頭銜由帳號年齡至少 14 年獲得。;Custom
1154758;此頭銜由帳號年齡至少 16 年獲得。;Custom
1154759;此頭銜由帳號年齡至少 18 年獲得。;Custom
1154760;作者：~1_NAME~;Custom
1154761;~1_val~ 金幣已存入 ~2_NAME~ 城市國庫，感謝您的貢獻！;Custom
1154762;代理人設定;Custom
1154763;代理人：;Custom
1154764;（預設）;Custom
1154765;按類型添加;Custom
1154766;添加整理代理人;Custom
1154767;添加卸裝代理人;Custom
1154768;添加補貨代理人;Custom
1154769;添加購買代理人;Custom
1154770;添加販售代理人;Custom
1154771;添加拾取代理人;Custom
1154772;輸入物品數量。;Custom
1154773;選擇熱鍵袋。;Custom
1154774;設定預設容器;Custom
1154775;取消設定預設容器;Custom
1154776;輸入新的代理人名稱。;Custom
1154777;移除？;Custom
1154778;移除所選的代理人？;Custom
1154779;選擇要添加的物品類型。;Custom
1154780;選擇要添加的物品。;Custom
1154781;自動關閉容器;Custom
1154782;設為預設;Custom
1154783;拾取此容器中的所有內容物。;Custom
1154784;解鎖背包;Custom
1154785;鎖定背包;Custom
1154786;停止整理代理人。;Custom
1154787;停止補貨代理人。;Custom
1154788;停止拾取。;Custom
1154789;整理代理人。<br>用於整理此容器的內容物。<br>右鍵點擊選擇整理代理人。<br><br>目前：~1_NAME~;Custom
1154790;無效的目的容器！;Custom
1154791;物品搜尋;Custom
1154792;移除篩選;Custom
1154793;物品總數：~1_ITEMS~;Custom
1154794;增益選項<br>點擊以旋轉或鎖定。;Custom
1154795;減益選項<br>點擊以旋轉或鎖定。;Custom
1154796;鎖定所有技能;Custom
1154797;所有技能下降;Custom
1154798;輸入 ~1_MIN~ 到 ~2_MAX~ 之間的值;Custom
1154799;設定自動鎖定值;Custom
1154800;移除自動鎖定值;Custom
1154801;顯示我的自訂技能頁;Custom
1154802;顯示我的所有技能;Custom
1154803;可用點數：~1_POINTS~;Custom
1154804;僅物品;Custom
1154805;僅遺失物品;Custom
1154806;條數上限;Custom
1154807;未分類生物上限;Custom
1154808;黃色生物上限;Custom
1154809;灰色生物上限;Custom
1154810;藍色生物上限;Custom
1154811;紅色生物上限;Custom
1154812;綠色生物上限;Custom
1154813;橙色生物上限;Custom
1154814;其他設定;Custom
1154815;更新延遲;Custom
1154816;條之間的距離;Custom
1154817;無敵;Custom
1154818;可攻擊;Custom
1154819;無辜;Custom
1154820;殺人魔;Custom
1154821;敵人;Custom
1154822;無辜;Custom
1154823;可攻擊;Custom
1154824;殺人魔;Custom
1154825;中立動物;Custom
1154826;召喚物;Custom
1154827;顯示在螢幕上的生物<br>右鍵點擊獲取選項……;Custom
1154828;隱藏在螢幕上的生物<br>右鍵點擊獲取選項……;Custom
1154829;停用距離排序;Custom
1154830;啟用距離排序;Custom
1154831;解鎖 dock 位置;Custom
1154832;鎖定 dock 位置;Custom
1154833;顯示黃色 dock 位置;Custom
1154834;隱藏黃色 dock 位置;Custom
1154835;顯示灰色 dock 位置;Custom
1154836;隱藏灰色 dock 位置;Custom
1154837;顯示藍色 dock 位置;Custom
1154838;隱藏藍色 dock 位置;Custom
1154839;顯示紅色 dock 位置;Custom
1154840;隱藏紅色 dock 位置;Custom
1154841;顯示綠色 dock 位置;Custom
1154842;隱藏綠色 dock 位置;Custom
1154843;顯示橙色 dock 位置;Custom
1154844;隱藏橙色 dock 位置;Custom
1154845;靠右關閉;Custom
1154846;靠左關閉;Custom
1154847;重設位置;Custom
1154848;清除生物;Custom
1154849;移除篩選;Custom
1154850;添加篩選;Custom
1154851;若您設定篩選，只有名稱中包含指定文字的生物才會顯示。;Custom
1154852;生物條;Custom
1154853;點擊以索取批量訂單契約。;Custom
1154854;點擊與此 NPC 交談。;Custom
1154855;點擊以開啟您的銀行箱。;Custom
1154856;解鎖寵物視窗。;Custom
1154857;鎖定寵物視窗。;Custom
1154858;顯示寵物<br>右鍵點擊獲取選項……;Custom
1154859;隱藏寵物<br>右鍵點擊獲取選項……;Custom
1154860;磁化羅盤;Custom
1154861;目標已遺失！;Custom
1154862;目標位於：<br>~1_MAP~<br>最近的月亮門：<br>~2_DISTANCE~;Custom
1154863;距離：~1_DISTANCE~;Custom
1154864;您;Custom
1154865;恢復預設地圖尺寸。;Custom
1154866;放大地圖以進行戰術用途。;Custom
1154867;傾斜地圖;Custom
1154868;解鎖地圖集;Custom
1154869;位置搜尋器;Custom
1154870;找到位置：~1_NUMBER~;Custom
1154871;鎖定地圖集;Custom
1154872;隊伍領袖;Custom
1154873;右鍵點擊以切換法術;Custom
1154874;<br>低於 ~1_amount~% 生命值時：<br>直接傷害：~2_min~;Custom
1154875;<br>混沌傷害：~1_amount~;Custom
1154876;<br>能量傷害：~1_amount~;Custom
1154877;<br>寒冷傷害：~1_amount~;Custom
1154878;<br>物理傷害：~1_amount~;Custom
1154879;<br>火焰傷害：~1_amount~;Custom
1154880;<br>（殺手和法術傷害增加屬性對此法術無效）<br>;Custom
1154881;<br>（如果您命中多個目標，傷害量將加倍然後平均分配給每個目標）<br>; the damage amount is doubled and then divided amongst each target evenly)<br>";Custom
1154882;<br>（殺手屬性對此法術無效）<br>;Custom
1154883;屬性設定;Custom
1154884;調整力量;Custom
1154885;調整敏捷;Custom
1154886;調整智力;Custom
1154887;測試中心工具<br>允許您快速自訂您的角色。<br>使用幫助選單中的角色複製功能，從您的伺服器匯入角色到 TC。;Custom
1154888;輸入 ~1_min~ 到 ~1_max~ 之間的值;Custom
1154889;調整雜項技能;Custom
1154890;調整戰鬥技能;Custom
1154891;調整製作技能;Custom
1154892;調整魔法技能;Custom
1154893;調整野外技能;Custom
1154894;調整吟遊技能;Custom
1154895;在銀行中添加物品;Custom
1154896;神器;Custom
1154897;製作資源;Custom
1154898;寵物空氣清新劑;Custom
1154899;種子;Custom
1154900;在背包中添加代幣;Custom
1154901;解鎖已鎖定的植物的 gump，然後按下<b>確定<b>使其成長！;Custom
1154902;現在不要;Custom
1154903;解鎖目標視窗;Custom
1154904;鎖定目標視窗;Custom
1154905;距離：~1_NUM~;Custom
1154906;斯利姆暗影面紗;Custom
1154907;已交付貿易訂單：~1_val~;Custom
1154908;從背包填充;Custom
1154909;不便 wieldly;Custom
1154910;珍貴;Custom
1154911;來自王國各地的頭條新聞……;Custom
1154912;設定新公告;Custom
1154913;設定標題;Custom
1154914;設定正文;Custom
1154915;來自 ~1_CITY~ 市的最新消息;Custom
1154916;由 ~1_NAME~ 於 ~2_date~ 發佈;Custom
1154917;此帳號為：\\n;Custom
1154918;~1_YEARS~ 年 ~2_MONTHS~ 個月。;Custom
1154919;~1_YEARS~ 年。;Custom
1154920;~1_MONTHS~ 個月。;Custom
1154921;物品屬性資訊;Custom
1154922;找到屬性：~1_NUM~;Custom
1154923;使用中屬性：~1_NUM~;Custom
1154924;解鎖紙娃娃視窗;Custom
1154925;鎖定紙娃娃視窗;Custom
1154926;您只能忽略玩家！;Custom
1154927;~1_NAME~ 將被忽略。;Custom
1154928;切換樹葉和船帆。;Custom
1154929;切換樹葉。;Custom
1154930;切換音效。;Custom
1154931;選單動作;Custom
1154932;鎖定遊戲區域;Custom
1154933;解鎖遊戲區域;Custom
1154934;\\n目前：~1_NAME~;Custom
1154935;奧克洛;Custom
1154936;需要更多玩家才能開始 VvV 戰鬥！;Custom
1154937;VvV 物品;Custom
1154938;部署類型：~1_DEPLOYTYPE~;Custom
1154939;接近觸發;Custom
1154940;絆線;Custom
1154941;傷害類型：~1_DMGTYPE~;Custom
1154942;電擊;Custom
1154943;刀片;Custom
1154944;陷阱套件;Custom
1154945;邪惡與美德之間的戰鬥已結束！;Custom
